city,year,month,season,TMAX_mean,TMAX_max,TMAX_std,TMIN_mean,TMIN_min,TMIN_std,PRCP_sum,SNOW_sum,AWND_mean,TMAX_anomaly_mean,TMIN_anomaly_mean,PRCP_anomaly_sum
Los Angeles,2022,7,Summer,23.94,29.4,1.64,17.8,16.7,0.96,0.0,0.0,3.65,-0.43,-0.54,-1.76
New York,2022,7,Summer,30.72,35.0,2.24,22.11,18.3,1.93,115.6,0.0,1.66,0.98,0.4,-34.43
Philadelphia,2022,7,Summer,31.75,34.4,2.34,22.16,18.3,1.85,42.5,0.0,3.42,0.53,0.41,-48.67
Phoenix,2022,7,Summer,41.94,46.1,3.12,28.99,24.4,2.8,5.4,0.0,3.71,0.21,0.26,-13.06
San Antonio,2022,7,Summer,38.65,41.7,1.15,25.57,23.3,0.99,0.3,0.0,4.74,2.74,1.1,-36.99
San Diego,2022,7,Summer,23.12,26.7,1.65,18.56,17.2,0.9,0.0,0.0,2.68,-1.61,-1.04,-4.49
Chicago,2022,8,Summer,28.34,35.0,2.5,18.71,14.4,2.46,52.2,0.0,3.75,-0.12,0.33,-16.49
Houston,2022,8,Summer,34.68,38.9,2.87,24.27,21.7,1.13,218.0,0.0,2.86,-0.36,-0.09,44.17
Los Angeles,2022,8,Summer,25.57,28.9,1.79,19.1,16.7,1.03,0.0,0.0,3.56,0.56,0.35,-0.13
New York,2022,8,Summer,30.5,36.1,2.65,22.08,16.7,2.41,43.4,0.0,1.64,1.53,1.02,-64.31
Phoenix,2022,8,Summer,39.72,43.9,2.11,28.44,23.9,2.33,23.1,0.0,3.17,-0.93,-0.04,-3.23
San Antonio,2022,8,Summer,35.89,39.4,2.32,24.99,23.3,0.82,53.5,0.0,3.77,-0.26,0.47,5.76
San Diego,2022,8,Summer,26.41,29.4,1.5,20.75,19.4,0.75,0.0,0.0,2.62,0.47,0.38,-0.87
Chicago,2022,9,Fall,24.43,31.1,5.04,14.89,6.7,4.22,56.0,0.0,3.68,-0.84,-0.46,-18.68
Houston,2022,9,Fall,33.22,36.7,1.96,20.93,12.8,2.72,19.1,0.0,2.34,0.88,-1.12,-114.51
Los Angeles,2022,9,Fall,28.45,38.9,4.06,20.46,16.7,2.07,3.3,0.0,3.4,2.53,1.79,-2.34
New York,2022,9,Fall,24.92,32.2,3.94,16.78,9.4,3.46,104.1,0.0,1.92,-0.4,-0.57,1.1
Phoenix,2022,9,Fall,38.72,43.3,2.93,26.95,23.3,2.62,20.0,0.0,2.93,0.67,1.18,-4.06
San Antonio,2022,9,Fall,34.06,36.1,1.31,22.02,15.6,2.67,24.9,0.0,2.78,0.99,0.19,-89.16
San Diego,2022,9,Fall,27.67,35.0,3.4,20.74,16.7,2.09,16.5,0.0,2.39,1.33,0.91,9.11
Chicago,2022,10,Fall,17.71,26.1,5.51,6.76,0.6,4.27,42.2,0.0,4.12,0.28,-1.15,-71.12
Houston,2022,10,Fall,28.1,34.4,4.25,14.15,5.6,3.7,46.5,0.0,2.98,-0.23,-2.22,-81.84
Los Angeles,2022,10,Fall,23.8,34.4,2.71,16.8,12.2,2.37,6.1,0.0,2.92,-1.26,0.46,2.08
New York,2022,10,Fall,17.43,24.4,3.35,10.22,5.6,2.8,129.0,0.0,2.17,-1.45,-1.42,23.53
Phoenix,2022,10,Fall,31.09,37.2,4.11,19.36,11.7,4.34,24.1,0.0,2.84,-0.98,0.75,4.5
San Antonio,2022,10,Fall,28.98,34.4,3.55,15.84,7.8,4.34,26.7,0.0,3.27,0.1,-0.96,-50.82
San Diego,2022,10,Fall,23.38,35.0,2.69,16.88,10.6,2.76,2.4,0.0,2.11,-1.66,-0.01,-4.07
Chicago,2022,11,Fall,10.92,24.4,7.98,1.76,-10.5,6.33,21.9,28.0,4.76,1.04,0.72,-26.38
Houston,2022,11,Fall,20.89,30.0,6.73,10.68,2.2,5.5,126.3,0.0,3.56,-1.17,0.1,49.86
Los Angeles,2022,11,Fall,20.88,25.6,2.51,10.29,7.8,1.88,45.0,0.0,2.91,-1.43,-2.12,28.92
New York,2022,11,Fall,14.02,25.0,6.25,7.01,-2.7,5.74,79.9,0.0,2.4,1.34,1.62,-12.02
Phoenix,2022,11,Fall,22.37,27.2,2.34,8.96,5.6,2.66,1.0,0.0,2.38,-3.41,-3.71,-13.28
San Antonio,2022,11,Fall,20.57,31.1,7.14,10.91,3.3,6.08,45.7,0.0,3.59,-1.64,-0.1,-10.57
San Diego,2022,11,Fall,20.56,27.8,2.56,9.33,5.6,3.01,27.1,0.0,1.99,-1.94,-3.53,4.52
Chicago,2022,12,Winter,2.09,15.0,7.18,-5.2,-21.04,7.2,55.0,81.0,4.74,-1.2,-0.95,-1.35
Houston,2022,12,Winter,19.29,27.8,7.25,8.58,-9.3,7.2,98.6,0.0,3.25,-0.17,0.03,-1.31
Los Angeles,2022,12,Winter,17.88,28.3,3.25,9.62,6.1,2.36,70.8,0.0,2.53,-1.37,-0.2,-0.66
New York,2022,12,Winter,6.76,16.7,5.6,0.46,-13.8,5.87,148.1,0.0,2.83,-1.0,-1.29,37.84
Phoenix,2022,12,Winter,18.35,23.3,2.87,7.76,2.2,3.09,51.0,0.0,1.86,-1.4,-0.3,30.18
San Antonio,2022,12,Winter,18.48,27.2,7.1,7.49,-8.8,7.2,11.9,0.0,3.18,-0.53,-0.11,-39.13
San Diego,2022,12,Winter,18.3,27.8,2.87,8.72,3.9,3.14,40.1,0.0,1.58,-1.13,-1.33,-15.65
